"scope","school_type","sed_code","institution_id","legal_name","popular_name","label_name","address","city","zip","county","institution_type","institution_subtype","record_type","district_type","district_name","longitude","latitude","source_layer","source_publication_date","inventory_status"
"Erie County outside Buffalo","public","142301060002","800000052048","ORCHARD PARK MIDDLE SCHOOL","ORCHARD PARK MIDDLE SCHOOL","ORCHARD PARK MIDDLE SCHOOL","60 S LINCOLN AVE","ORCHARD PARK","14127","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","ORCHARD PARK CSD","-78.748041323724735","42.76532380733687","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142301060005","800000052050","SOUTH DAVIS ELEMENTARY SCHOOL","SOUTH DAVIS ELEMENTARY SCHOOL","SOUTH DAVIS ELEMENTARY SCHOOL","51 S DAVIS ST","ORCHARD PARK","14127","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","ORCHARD PARK CSD","-78.751843399929527","42.763744825483414","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142301060001","800000052046","WINDOM ELEMENTARY SCHOOL","WINDOM ELEMENTARY SCHOOL","WINDOM ELEMENTARY SCHOOL","3870 SHELDON RD","ORCHARD PARK","14127","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","ORCHARD PARK CSD","-78.79497590398924","42.779013688149348","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","141101060002","800000052270","COLDEN ELEMENTARY SCHOOL","COLDEN ELEMENTARY SCHOOL","COLDEN ELEMENTARY SCHOOL","8263 BOSTON-COLDEN RD","COLDEN","14033","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SPRINGVILLE-GRIFFITH INST CSD","-78.687936922888611","42.641959136018272","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","141101060001","800000052288","GRIFFITH INSTITUTE HIGH SCHOOL","GRIFFITH INST HIGH SCHOOL","GRIFFITH INST HIGH SCHOOL","290 N BUFFALO ST","SPRINGVILLE","14141","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SPRINGVILLE-GRIFFITH INST CSD","-78.666604955693231","42.516066052880028","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","141101060004","800000052257","GRIFFITH INSTITUTE MIDDLE SCHOOL","GRIFFITH INST MIDDLE SCHOOL","GRIFFITH INST MIDDLE SCHOOL","267 NEWMAN ST","SPRINGVILLE","14141","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SPRINGVILLE-GRIFFITH INST CSD","-78.65456743381111","42.515731127889943","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","141101060003","800000052256","SPRINGVILLE ELEMENTARY SCHOOL","SPRINGVILLE ELEMENTARY SCHOOL","SPRINGVILLE ELEMENTARY SCHOOL","283 NORTH ST","SPRINGVILLE","14141","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SPRINGVILLE-GRIFFITH INST CSD","-78.653720745427577","42.517742953424744","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140207060002","800000052996","GLENDALE ELEMENTARY SCHOOL","GLENDALE ELEMENTARY SCHOOL","GLENDALE ELEMENTARY SCHOOL","101 GLENDALE DR","TONAWANDA","14150","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SWEET HOME CSD","-78.827092263752334","43.009850543572803","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140207060008","800000053001","HERITAGE HEIGHTS ELEMENTARY SCHOOL","HERITAGE HTS ELEMENTARY SCHOOL","HERITAGE HTS ELEMENTARY SCH","2545 SWEET HOME RD","AMHERST","14228","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SWEET HOME CSD","-78.797342758496768","43.028231154529486","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140207060003","800000052997","MAPLEMERE ELEMENTARY SCHOOL","MAPLEMERE ELEMENTARY SCHOOL","MAPLEMERE ELEMENTARY SCHOOL","236 E MAPLEMERE RD","AMHERST","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SWEET HOME CSD","-78.779950425457486","42.985949797816339","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140207060005","800000052998","SWEET HOME MIDDLE SCHOOL","SWEET HOME MIDDLE SCHOOL","SWEET HOME MIDDLE SCHOOL","4150 MAPLE RD","AMHERST","14226","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SWEET HOME CSD","-78.81050861816955","42.991057647642592","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140207060006","800000052982","SWEET HOME SENIOR HIGH SCHOOL","SWEET HOME SENIOR HIGH SCHOOL","SWEET HOME SENIOR HIGH SCHOOL","1901 SWEET HOME RD","AMHERST","14228","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SWEET HOME CSD","-78.798727621525686","43.010648749782376","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140207060007","800000052983","WILLOW RIDGE ELEMENTARY SCHOOL","WILLOW RIDGE ELEMENTARY SCHOOL","WILLOW RIDGE ELEMENTARY SCH","480 WILLOW RIDGE DR","AMHERST","14228","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","SWEET HOME CSD","-78.807630274337455","43.013395721422434","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142500010003","800000052032","TONAWANDA  ELEMENTARY SCHOOL","TONAWANDA ELEMENTARY SCHOOL","TONAWANDA ES","555 FLETCHER ST","TONAWANDA","14150","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL CITY","PUBLIC SCHOOL (IMF)",,"TONAWANDA CITY SD","-78.893667951630547","43.010336079019766","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142500010009","800000052015","TONAWANDA MIDDLE/HIGH SCHOOL","TONAWANDA MIDDLE/HIGH SCHOOL","TONAWANDA MIDDLE/HIGH SCHOOL","600 FLETCHER ST","TONAWANDA","14150","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL CITY","PUBLIC SCHOOL (IMF)"," ","TONAWANDA CITY SD","-78.897583171082786","43.009988489414212","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060003","800000051946","ALLENDALE ELEMENTARY SCHOOL","ALLENDALE ELMENTARY SCHOOL","ALLENDALE ELEMENTARY SCHOOL","1399 ORCHARD PARK RD","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.766653305579979","42.812601610423016","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060015","800000051932","CLINTON ELEMENTARY SCHOOL","CLINTON ELEMENTARY SCHOOL","CLINTON ELEMENTARY SCHOOL","4100 CLINTON ST","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.731944405778194","42.858078574055611","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060005","800000051948","EAST MIDDLE SCHOOL","EAST MIDDLE SCHOOL","EAST MIDDLE SCHOOL","1445 CENTER RD","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.728817393753417","42.838033649764377","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060017","800000051934","NORTHWOOD ELEMENTARY SCHOOL","NORTHWOOD ELEMENTARY SCHOOL","NORTHWOOD ELEMENTARY SCHOOL","250 NORTHWOOD AVE","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.742884908145513","42.863350511118867","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060018","800000051935","WEST ELEMENTARY SCHOOL","WEST ELEMENTARY SCHOOL","WEST ELEMENTARY SCHOOL","1397 ORCHARD PARK RD","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.766647258303607","42.812611776943655","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060011","800000051951","WEST MIDDLE SCHOOL","WEST MIDDLE SCHOOL","WEST MIDDLE SCHOOL","395 CENTER RD","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.768901010952902","42.838583964617619","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060016","800000051933","WEST SENECA EAST SENIOR HIGH SCHOOL","WEST SENECA EAST SENIOR HS","WEST SENECA EAST SR HS","4760 SENECA ST","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)",,"WEST SENECA CSD","-78.728524877648539","42.833884256565682","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060010","800000051950","WEST SENECA WEST SENIOR HIGH SCHOOL","WEST SENECA WEST SENIOR HS","WEST SENECA WEST SR HS","3330 SENECA ST","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)",,"WEST SENECA CSD","-78.774150265324067","42.832430250989134","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","142801060008","800000051949","WINCHESTER-POTTERS ELEMENTARY SCHOOL","WINCHESTER-POTTERS ELEMENTARY","WINCHESTER-POTTERS ELEMENTARY","675 POTTERS RD","WEST SENECA","14224","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WEST SENECA CSD","-78.791614910931713","42.83552027139423","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060012","800000053058","CASEY MIDDLE SCHOOL","CASEY MIDDLE SCHOOL","CASEY MIDDLE SCHOOL","105 CASEY RD","EAST AMHERST","14051","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.733990178301539","43.023796428900951","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060011","800000053057","COUNTRY PARKWAY ELEMENTARY SCHOOL","COUNTRY PARKWAY ELEMENTARY SCHOOL","COUNTRY PARKWAY ELEM SCH","35 HOLLYBROOK DR","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.716164010426141","42.984378969057033","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060002","800000053049","DODGE ELEMENTARY SCHOOL","DODGE ELEMENTARY SCHOOL","DODGE ELEMENTARY SCHOOL","1900 DODGE RD","EAST AMHERST","14051","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.728329573855035","43.032947487104451","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060007","800000053053","FOREST ELEMENTARY SCHOOL","FOREST ELEMENTARY SCHOOL","FOREST ELEMENTARY SCHOOL","250 N FOREST RD","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.760426860783355","42.967485825727096","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060005","800000053052","HEIM ELEMENTARY SCHOOL","HEIM ELEMENTARY SCHOOL","HEIM ELEMENTARY SCHOOL","155 HEIM RD","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.761518143592781","43.010776424150933","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060009","800000053055","HEIM MIDDLE SCHOOL","HEIM MIDDLE SCHOOL","HEIM MIDDLE SCHOOL","175 HEIM RD","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.761419335367904","43.010836354527193","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060003","800000053050","MAPLE EAST ELEMENTARY SCHOOL","MAPLE EAST ELEMENTARY SCHOOL","MAPLE EAST ELEMENTARY SCHOOL","1500 MAPLE RD","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.731390486036958","42.991323065084622","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060008","800000053054","MAPLE WEST ELEMENTARY SCHOOL","MAPLE WEST ELEMENTARY SCHOOL","MAPLE WEST ELEMENTARY SCHOOL","851 MAPLE RD","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.7556674331924","42.990813711825382","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060001","800000053048","MILL MIDDLE SCHOOL","MILL MIDDLE SCHOOL","MILL MIDDLE SCHOOL","505 MILL ST","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.742364806457786","42.976132647657188","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060015","800000053041","TRANSIT MIDDLE SCHOOL","TRANSIT MIDDLE SCHOOL","TRANSIT MIDDLE SCHOOL","8730 TRANSIT RD","EAST AMHERST","14051","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.69711610527547","43.00333285528837","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060013","800000053040","WILLIAMSVILLE EAST HIGH SCHOOL","WILLIAMSVILLE EAST HIGH SCHOOL","WILLIAMSVILLE EAST HIGH SCH","151 PARADISE RD","EAST AMHERST","14051","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.708753673711669","43.004100010275771","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060010","800000053056","WILLIAMSVILLE NORTH HIGH SCHOOL","WILLIAMSVILLE NORTH HIGH SCHOOL","WILLIAMSVILLE NORTH HIGH SCH","1595 HOPKINS RD","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.736777722498601","43.024020650645106","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
"Erie County outside Buffalo","public","140203060004","800000053051","WILLIAMSVILLE SOUTH HIGH SCHOOL","WILLIAMSVILLE SOUTH HIGH SCHOOL","WILLIAMSVILLE SOUTH HIGH SCH","5950 MAIN ST","WILLIAMSVILLE","14221","ERIE","PUBLIC SCHOOLS","PUBLIC SCHOOL INDEPENDENT CENTRAL","PUBLIC SCHOOL (IMF)"," ","WILLIAMSVILLE CSD","-78.731719272700005","42.96635993382418","2","2026-07-17","NYSED-derived inventory; facility and operating status verification pending"
