"indicatorId","indicator","county","value","eventCount","denominator","unit","period","source","latitude","longitude","suppressed"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Albany","12",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.678066","-73.814233","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Allegany","14.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.226801","-78.020567","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Bronx","12.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.85589","-73.868294","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Broome","12.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.122015","-75.933191","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Cattaraugus","15.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.224267","-78.606673","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Cayuga","8.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.940095","-76.560755","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Chautauqua","12.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.246904","-79.315313","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Chemung","8.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.116644","-76.812331","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Chenango","13.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.481798","-75.570013","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Clinton","15",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.731944","-73.548883","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Columbia","6.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.276913","-73.682168","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Cortland","11.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.597101","-76.143291","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Delaware","9.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.242972","-74.997944","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Dutchess","11.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.686216","-73.840468","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Erie","12.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.888143","-78.795544","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Essex","17.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.166026","-73.685145","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Franklin","8.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.705699","-74.340621","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Fulton","15.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.06014","-74.331296","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Genesee","9.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.000121","-78.172679","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Greene","18.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.298326","-73.973376","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Hamilton",,,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.618468","-74.395268","True"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Herkimer","13.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.070026","-74.994246","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Jefferson","13.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.019295","-75.898971","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Kings","9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.65642","-73.950691","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Lewis","9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.785537","-75.446296","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Livingston","12.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.763754","-77.765392","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Madison","13.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.986917","-75.720031","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Monroe","13.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.161748","-77.620143","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Montgomery","11",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.933637","-74.341972","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Nassau","8.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.715749","-73.601185","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","New York","9.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.726966","-74.005966","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","New York State","10.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022",,,"False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Niagara","12.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.134634","-78.856419","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Oneida","11",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.149482","-75.361773","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Onondaga","11.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.065629","-76.168033","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Ontario","15.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.894571","-77.252045","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Orange","9.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.422459","-74.241929","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Orleans","14.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.248394","-78.218438","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Oswego","14.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.39123","-76.31133","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Otsego","14.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.564852","-75.060334","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Putnam","10.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.41131","-73.717443","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Queens","7.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.749338","-73.789673","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Rensselaer","9.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.70098","-73.628669","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Richmond","7.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.566763","-74.148102","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Rockland","7.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.127287","-74.017033","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Saratoga","9.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.00894","-73.786779","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Schenectady","14",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.809233","-73.946838","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Schoharie","15",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.643426","-74.434606","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Schuyler","7.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.38593","-76.872032","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Seneca","15.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.833627","-76.82753","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","St. Lawrence","12.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.689468","-75.242045","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Steuben","16.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.270053","-77.324618","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Suffolk","8.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.820237","-73.119032","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Sullivan","12.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.705166","-74.711705","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Tioga","18.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.120252","-76.29595","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Tompkins","13.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.461024","-76.478784","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Ulster","11.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.848374","-74.099412","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Warren","15.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.403024","-73.716044","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Washington","13.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.289513","-73.454761","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Wayne","13.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.144336","-77.117995","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Westchester","7.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.039278","-73.805386","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Wyoming","6.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.723641","-78.204473","False"
"adult-asthma","Age-adjusted percentage of adults with current asthma","Yates","4.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.634338","-77.078311","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Albany","15.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.678066","-73.814233","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Allegany","26.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.226801","-78.020567","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Bronx","12",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.85589","-73.868294","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Broome","13.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.122015","-75.933191","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Cattaraugus","18.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.224267","-78.606673","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Cayuga","17.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.940095","-76.560755","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Chautauqua","19.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.246904","-79.315313","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Chemung","20.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.116644","-76.812331","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Chenango","19.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.481798","-75.570013","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Clinton","17",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.731944","-73.548883","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Columbia","21.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.276913","-73.682168","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Cortland","11.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.597101","-76.143291","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Delaware","12",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.242972","-74.997944","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Dutchess","15.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.686216","-73.840468","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Erie","19.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.888143","-78.795544","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Essex","17.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.166026","-73.685145","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Franklin","21.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.705699","-74.340621","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Fulton","15.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.06014","-74.331296","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Genesee","19.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.000121","-78.172679","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Greene","20.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.298326","-73.973376","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Hamilton","40.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.618468","-74.395268","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Herkimer","19.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.070026","-74.994246","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Jefferson","20.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.019295","-75.898971","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Kings","16.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.65642","-73.950691","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Lewis","18.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.785537","-75.446296","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Livingston","17.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.763754","-77.765392","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Madison","21.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.986917","-75.720031","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Monroe","15.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.161748","-77.620143","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Montgomery","14.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.933637","-74.341972","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Nassau","16.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.715749","-73.601185","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","New York","20.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.726966","-74.005966","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","New York State","16",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022",,,"False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Niagara","13.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.134634","-78.856419","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Oneida","15.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.149482","-75.361773","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Onondaga","13.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.065629","-76.168033","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Ontario","24.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.894571","-77.252045","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Orange","13.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.422459","-74.241929","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Orleans","9.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.248394","-78.218438","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Oswego","23.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.39123","-76.31133","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Otsego","21.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.564852","-75.060334","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Putnam","18.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.41131","-73.717443","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Queens","14.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.749338","-73.789673","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Rensselaer","21.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.70098","-73.628669","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Richmond","12.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.566763","-74.148102","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Rockland","12.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.127287","-74.017033","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Saratoga","22.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.00894","-73.786779","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Schenectady","12.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.809233","-73.946838","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Schoharie","18.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.643426","-74.434606","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Schuyler","25.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.38593","-76.872032","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Seneca","19.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.833627","-76.82753","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","St. Lawrence","20.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.689468","-75.242045","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Steuben","18.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.270053","-77.324618","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Suffolk","14.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.820237","-73.119032","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Sullivan","17.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.705166","-74.711705","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Tioga","18.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.120252","-76.29595","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Tompkins","13.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.461024","-76.478784","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Ulster","13.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.848374","-74.099412","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Warren","24",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.403024","-73.716044","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Washington","19.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.289513","-73.454761","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Wayne","18.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.144336","-77.117995","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Westchester","13",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.039278","-73.805386","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Wyoming","24.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.723641","-78.204473","False"
"adult-binge-drinking","Age-adjusted percentage of adults binge drinking during the past month","Yates","9.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.634338","-77.078311","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Albany","32.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.678066","-73.814233","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Allegany","36.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.226801","-78.020567","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Bronx","34.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.85589","-73.868294","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Broome","35.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.122015","-75.933191","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Cattaraugus","42.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.224267","-78.606673","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Cayuga","39.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.940095","-76.560755","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Chautauqua","33.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.246904","-79.315313","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Chemung","33",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.116644","-76.812331","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Chenango","38.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.481798","-75.570013","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Clinton","33.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.731944","-73.548883","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Columbia","26.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.276913","-73.682168","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Cortland","48.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.597101","-76.143291","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Delaware","31",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.242972","-74.997944","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Dutchess","31.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.686216","-73.840468","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Erie","34.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.888143","-78.795544","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Essex","30.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.166026","-73.685145","False"
