"indicatorId","indicator","county","value","eventCount","denominator","unit","period","source","latitude","longitude","suppressed"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Madison","182.5","530","69919","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.986917","-75.720031","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Monroe","177.8","5515","748342","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.161748","-77.620143","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Montgomery","245.5","543","49538","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.933637","-74.341972","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Nassau","219.2","13518","1368653","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.715749","-73.601185","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","New York","166.2","11112","1614529","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.726966","-74.005966","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","New York State","213.2","167174","19648563","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023",,,"False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Niagara","267.7","2499","210830","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.134634","-78.856419","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Oneida","220.7","2277","229601","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.149482","-75.361773","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Onondaga","205.3","3949","465291","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.065629","-76.168033","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Ontario","173.3","873","110861","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.894571","-77.252045","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Orange","197.7","2494","389940","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.422459","-74.241929","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Orleans","235.1","392","40376","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.248394","-78.218438","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Oswego","229.6","988","117721","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.39123","-76.31133","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Otsego","222","618","60138","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.564852","-75.060334","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Putnam","181.9","709","98639","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.41131","-73.717443","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Queens","215","19141","2292904","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.749338","-73.789673","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Rensselaer","218.7","1365","159881","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.70098","-73.628669","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Richmond","271.3","4904","482182","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.566763","-74.148102","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Rockland","178.8","2301","330189","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.127287","-74.017033","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Saratoga","183.1","1735","232739","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.00894","-73.786779","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Schenectady","223.2","1461","156961","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.809233","-73.946838","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Schoharie","189.9","275","30839","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.643426","-74.434606","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Schuyler","249.8","201","17828","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.38593","-76.872032","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Seneca","200.1","290","34043","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.833627","-76.82753","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","St. Lawrence","228.1","994","108493","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","44.689468","-75.242045","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Steuben","225.7","961","94952","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.270053","-77.324618","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Suffolk","208.2","12798","1499223","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","40.820237","-73.119032","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Sullivan","224.3","677","76819","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.705166","-74.711705","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Tioga","200.7","462","48372","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.120252","-76.29595","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Tompkins","156.9","522","103603","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.461024","-76.478784","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Ulster","216.1","1757","180241","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.848374","-74.099412","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Warren","215.5","672","64770","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.403024","-73.716044","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Washington","225.9","620","61215","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.289513","-73.454761","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Wayne","208.7","799","90474","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","43.144336","-77.117995","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Westchester","176.1","7732","979154","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","41.039278","-73.805386","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Wyoming","232.9","368","40051","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.723641","-78.204473","False"
"cardiovascular-mortality","Age-adjusted cardiovascular disease mortality rate per 100,000","Yates","195.7","212","24851","Rate","2019-2021","2021 Vital Statistics Data as of July, 2023","42.634338","-77.078311","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Albany","6.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.678066","-73.814233","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Allegany","7.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.226801","-78.020567","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Bronx","10.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.85589","-73.868294","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Broome","8.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.122015","-75.933191","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Cattaraugus","3.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.224267","-78.606673","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Cayuga","8.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.940095","-76.560755","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Chautauqua","7.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.246904","-79.315313","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Chemung","6.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.116644","-76.812331","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Chenango","8.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.481798","-75.570013","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Clinton","5.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.731944","-73.548883","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Columbia","5.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.276913","-73.682168","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Cortland","6.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.597101","-76.143291","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Delaware","7.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.242972","-74.997944","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Dutchess","8.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.686216","-73.840468","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Erie","8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.888143","-78.795544","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Essex","9.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.166026","-73.685145","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Franklin","3.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.705699","-74.340621","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Fulton","6.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.06014","-74.331296","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Genesee","7.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.000121","-78.172679","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Greene","5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.298326","-73.973376","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Hamilton",,,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.618468","-74.395268","True"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Herkimer","7.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.070026","-74.994246","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Jefferson","6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.019295","-75.898971","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Kings","10.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.65642","-73.950691","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Lewis","5.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.785537","-75.446296","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Livingston","6.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.763754","-77.765392","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Madison","8.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.986917","-75.720031","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Monroe","5.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.161748","-77.620143","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Montgomery","6.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.933637","-74.341972","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Nassau","7.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.715749","-73.601185","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","New York","9.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.726966","-74.005966","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","New York State","8.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022",,,"False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Niagara","11.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.134634","-78.856419","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Oneida","5.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.149482","-75.361773","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Onondaga","5.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.065629","-76.168033","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Ontario","8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.894571","-77.252045","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Orange","5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.422459","-74.241929","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Orleans","6.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.248394","-78.218438","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Oswego","4.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.39123","-76.31133","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Otsego","5.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.564852","-75.060334","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Putnam","9.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.41131","-73.717443","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Queens","10.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.749338","-73.789673","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Rensselaer","5.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.70098","-73.628669","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Richmond","4.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.566763","-74.148102","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Rockland","8.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.127287","-74.017033","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Saratoga",,,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.00894","-73.786779","True"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Schenectady","5.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.809233","-73.946838","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Schoharie","5.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.643426","-74.434606","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Schuyler","4.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.38593","-76.872032","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Seneca","11.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.833627","-76.82753","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","St. Lawrence","4.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.689468","-75.242045","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Steuben","3.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.270053","-77.324618","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Suffolk","9.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.820237","-73.119032","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Sullivan","4.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.705166","-74.711705","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Tioga","3.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.120252","-76.29595","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Tompkins","4.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.461024","-76.478784","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Ulster","5.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.848374","-74.099412","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Warren","3.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.403024","-73.716044","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Washington","7.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.289513","-73.454761","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Wayne","4.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.144336","-77.117995","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Westchester","8.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.039278","-73.805386","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Wyoming","3.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.723641","-78.204473","False"
"care-cost-barrier","Age-adjusted percentage of adults who did not receive medical care because of cost","Yates",,,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.634338","-77.078311","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Albany","9.4","53","56443","Rate","2021","2021 SPARCS Data as of June, 2023","42.678066","-73.814233","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Allegany",,,"9155","Rate","2021","2021 SPARCS Data as of June, 2023","42.226801","-78.020567","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Bronx","42.8","1484","346834","Rate","2021","2021 SPARCS Data as of June, 2023","40.85589","-73.868294","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Broome","4.3","16","37520","Rate","2021","2021 SPARCS Data as of June, 2023","42.122015","-75.933191","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Cattaraugus","6.6","11","16697","Rate","2021","2021 SPARCS Data as of June, 2023","42.224267","-78.606673","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Cayuga","8.9","13","14610","Rate","2021","2021 SPARCS Data as of June, 2023","42.940095","-76.560755","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Chautauqua","6.3","16","25588","Rate","2021","2021 SPARCS Data as of June, 2023","42.246904","-79.315313","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Chemung",,,"17220","Rate","2021","2021 SPARCS Data as of June, 2023","42.116644","-76.812331","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Chenango","0","0","9487","Rate","2021","2021 SPARCS Data as of June, 2023","42.481798","-75.570013","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Clinton","0","0","14215","Rate","2021","2021 SPARCS Data as of June, 2023","44.731944","-73.548883","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Columbia","10.1","10","9938","Rate","2021","2021 SPARCS Data as of June, 2023","42.276913","-73.682168","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Cortland",,,"8665","Rate","2021","2021 SPARCS Data as of June, 2023","42.597101","-76.143291","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Delaware",,,"7095","Rate","2021","2021 SPARCS Data as of June, 2023","42.242972","-74.997944","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Dutchess","7.2","39","54449","Rate","2021","2021 SPARCS Data as of June, 2023","41.686216","-73.840468","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Erie","8.5","162","190276","Rate","2021","2021 SPARCS Data as of June, 2023","42.888143","-78.795544","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Essex","0","0","5910","Rate","2021","2021 SPARCS Data as of June, 2023","44.166026","-73.685145","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Franklin",,,"9470","Rate","2021","2021 SPARCS Data as of June, 2023","44.705699","-74.340621","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Fulton","5.7","6","10486","Rate","2021","2021 SPARCS Data as of June, 2023","43.06014","-74.331296","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Genesee",,,"11679","Rate","2021","2021 SPARCS Data as of June, 2023","43.000121","-78.172679","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Greene","11.6","9","7762","Rate","2021","2021 SPARCS Data as of June, 2023","42.298326","-73.973376","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Hamilton",,,"666","Rate","2021","2021 SPARCS Data as of June, 2023","43.618468","-74.395268","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Herkimer",,,"12164","Rate","2021","2021 SPARCS Data as of June, 2023","43.070026","-74.994246","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Jefferson","2.2","6","27741","Rate","2021","2021 SPARCS Data as of June, 2023","44.019295","-75.898971","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Kings","15.8","935","591707","Rate","2021","2021 SPARCS Data as of June, 2023","40.65642","-73.950691","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Lewis",,,"6031","Rate","2021","2021 SPARCS Data as of June, 2023","43.785537","-75.446296","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Livingston",,,"10929","Rate","2021","2021 SPARCS Data as of June, 2023","42.763754","-77.765392","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Madison",,,"12423","Rate","2021","2021 SPARCS Data as of June, 2023","42.986917","-75.720031","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Monroe","15.9","243","153226","Rate","2021","2021 SPARCS Data as of June, 2023","43.161748","-77.620143","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Montgomery","6.1","7","11402","Rate","2021","2021 SPARCS Data as of June, 2023","42.933637","-74.341972","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Nassau","11.3","333","295955","Rate","2021","2021 SPARCS Data as of June, 2023","40.715749","-73.601185","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","New York","21.1","482","228279","Rate","2021","2021 SPARCS Data as of June, 2023","40.726966","-74.005966","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","New York State","13.8","5618","4069680","Rate","2021","2021 SPARCS Data as of June, 2023",,,"False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Niagara","8.9","37","41692","Rate","2021","2021 SPARCS Data as of June, 2023","43.134634","-78.856419","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Oneida","9.2","45","48913","Rate","2021","2021 SPARCS Data as of June, 2023","43.149482","-75.361773","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Onondaga","13","128","98563","Rate","2021","2021 SPARCS Data as of June, 2023","43.065629","-76.168033","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Ontario","2.8","6","21585","Rate","2021","2021 SPARCS Data as of June, 2023","42.894571","-77.252045","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Orange","8.8","90","102667","Rate","2021","2021 SPARCS Data as of June, 2023","41.422459","-74.241929","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Orleans",,,"7564","Rate","2021","2021 SPARCS Data as of June, 2023","43.248394","-78.218438","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Oswego","5.8","14","24197","Rate","2021","2021 SPARCS Data as of June, 2023","43.39123","-76.31133","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Otsego",,,"8996","Rate","2021","2021 SPARCS Data as of June, 2023","42.564852","-75.060334","True"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Putnam","5.3","10","18784","Rate","2021","2021 SPARCS Data as of June, 2023","41.41131","-73.717443","False"
"child-asthma-hospitalization","Asthma hospitalization rate per 10,000 - Aged 0-17 years","Queens","13","599","459585","Rate","2021","2021 SPARCS Data as of June, 2023","40.749338","-73.789673","False"
